Rank,CAND_ID,Category,Similarity_Score,Skill_Match_Score,Final_Score,Matched_Skills,Missing_Skills,Fit_Justification
2002,CAND_1501,FINANCE,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1501 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2003,CAND_701,HEALTHCARE,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_701 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2004,CAND_018,HR,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_018 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2005,CAND_2470,AVIATION,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2470 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2006,CAND_1542,FINANCE,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1542 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2007,CAND_2452,AVIATION,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2452 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2008,CAND_1184,CONSULTANT,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1184 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2009,CAND_948,AGRICULTURE,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_948 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2010,CAND_2478,AVIATION,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2478 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2011,CAND_1226,DIGITAL-MEDIA,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1226 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2012,CAND_932,AGRICULTURE,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_932 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2013,CAND_2104,PUBLIC-RELATIONS,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2104 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2014,CAND_1547,FINANCE,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1547 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2015,CAND_2135,PUBLIC-RELATIONS,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2135 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2016,CAND_1090,SALES,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1090 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2017,CAND_1182,CONSULTANT,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1182 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2018,CAND_202,DESIGNER,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_202 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2019,CAND_2252,BANKING,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2252 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2020,CAND_2256,BANKING,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2256 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2021,CAND_2260,BANKING,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2260 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2022,CAND_1416,CHEF,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1416 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2023,CAND_1294,DIGITAL-MEDIA,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1294 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2024,CAND_504,ADVOCATE,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_504 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2025,CAND_1407,CHEF,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1407 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2026,CAND_233,INFORMATION-TECHNOLOGY,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_233 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2027,CAND_1046,SALES,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1046 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2028,CAND_1306,DIGITAL-MEDIA,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1306 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2029,CAND_1108,SALES,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1108 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2030,CAND_1142,CONSULTANT,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1142 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2031,CAND_198,DESIGNER,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_198 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2032,CAND_1054,SALES,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1054 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2033,CAND_096,HR,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_096 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2034,CAND_097,HR,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_097 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2035,CAND_2352,ARTS,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2352 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2036,CAND_106,HR,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_106 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2037,CAND_161,DESIGNER,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_161 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2038,CAND_158,DESIGNER,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_158 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2039,CAND_1354,AUTOMOBILE,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1354 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2040,CAND_2339,ARTS,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2339 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2041,CAND_059,HR,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_059 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2042,CAND_1425,CHEF,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1425 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2043,CAND_1486,FINANCE,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1486 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2044,CAND_1268,DIGITAL-MEDIA,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1268 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2045,CAND_1482,FINANCE,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1482 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2046,CAND_2161,BANKING,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2161 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2047,CAND_2164,BANKING,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2164 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2048,CAND_2179,BANKING,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2179 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2049,CAND_985,BPO,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_985 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2050,CAND_1262,DIGITAL-MEDIA,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1262 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2051,CAND_993,BPO,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_993 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2052,CAND_378,TEACHER,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_378 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2053,CAND_368,TEACHER,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_368 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2054,CAND_2201,BANKING,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2201 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2055,CAND_2204,BANKING,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2204 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2056,CAND_1031,SALES,0.12,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1031 shows weak overall alignment (0.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2057,CAND_2413,AVIATION,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2413 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2058,CAND_1084,SALES,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1084 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
2059,CAND_2212,BANKING,0.11,0.0,0.07,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2212 shows weak overall alignment (0.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
